ID,Full Text,Satire Flag,Prediction,Date
user_40527,"PURVIS, MSâ€”Braking hard at the county line and watching as the fugitives they had pursued sped away in a cloud of dust, the nationâ€™s outfoxed sheriffs reportedly leapt up out of their vehicles, threw their hats in the dirt, and shook their heads in disgust Friday. â€œDagnabbit! They got away again,â€ù said the lawmen, spitting out the sides of their mouths and stomping on their wide-brimmed Stetsons as the car filled with â€œthe worst miscreants ever seen in these partsâ€ù faded into the distance. â€œGet back here, you no-good, dirty varmints! Tell me, is every deputy in this department a goldarned ignoramus? â€™Cause I told you sorry sons-a-bitches to keep an eye on â€™em! Well, donâ€™t just stand there, Rudyâ€”get on the radio and see if you can raise the highway patrol. Them outlaws will be halfway to Alabamâ€™ â€™fore we know it.â€ù At press time, sources confirmed the nationâ€™s hornswoggled sheriffs were furiously slapping their steering wheels upon realizing their cars wouldnâ€™t start.",-1,1,12/02/2017user_40527,"PURVIS, MS‚ÄîBraking hard at the county line and watching as the fugitives they had pursued sped away in a cloud of dust, the nation‚Äôs outfoxed sheriffs reportedly leapt up out of their vehicles, threw their hats in the dirt, and shook their heads in disgust Friday. ‚ÄúDagnabbit! They got away again,‚Äù said the lawmen, spitting out the sides of their mouths and stomping on their wide-brimmed Stetsons as the car filled with ‚Äúthe worst miscreants ever seen in these parts‚Äù faded into the distance. ‚ÄúGet back here, you no-good, dirty varmints! Tell me, is every deputy in this department a goldarned ignoramus? ‚ÄôCause I told you sorry sons-a-bitches to keep an eye on ‚Äôem! Well, don‚Äôt just stand there, Rudy‚Äîget on the radio and see if you can raise the highway patrol. Them outlaws will be halfway to Alabam‚Äô ‚Äôfore we know it.‚Äù At press time, sources confirmed the nation‚Äôs hornswoggled sheriffs were furiously slapping their steering wheels upon realizing their cars wouldn‚Äôt start.",1,1,12/02/2017
user_40527,"PURVIS, MS‚ÄîBraking hard at the county line and watching as the fugitives they had pursued sped away in a cloud of dust, the nation‚Äôs outfoxed sheriffs reportedly leapt up out of their vehicles, threw their hats in the dirt, and shook their heads in disgust Friday. ‚ÄúDagnabbit! They got away again,‚Äù said the lawmen, spitting out the sides of their mouths and stomping on their wide-brimmed Stetsons as the car filled with ‚Äúthe worst miscreants ever seen in these parts‚Äù faded into the distance. ‚ÄúGet back here, you no-good, dirty varmints! Tell me, is every deputy in this department a goldarned ignoramus? ‚ÄôCause I told you sorry sons-a-bitches to keep an eye on ‚Äôem! Well, don‚Äôt just stand there, Rudy‚Äîget on the radio and see if you can raise the highway patrol. Them outlaws will be halfway to Alabam‚Äô ‚Äôfore we know it.‚Äù At press time, sources confirmed the nation‚Äôs hornswoggled sheriffs were furiously slapping their steering wheels upon realizing their cars wouldn‚Äôt start.",0,1,12/02/2017
user_40527,"PURVIS, MS‚ÄîBraking hard at the county line and watching as the fugitives they had pursued sped away in a cloud of dust, the nation‚Äôs outfoxed sheriffs reportedly leapt up out of their vehicles, threw their hats in the dirt, and shook their heads in disgust Friday. ‚ÄúDagnabbit! They got away again,‚Äù said the lawmen, spitting out the sides of their mouths and stomping on their wide-brimmed Stetsons as the car filled with ‚Äúthe worst miscreants ever seen in these parts‚Äù faded into the distance. ‚ÄúGet back here, you no-good, dirty varmints! Tell me, is every deputy in this department a goldarned ignoramus? ‚ÄôCause I told you sorry sons-a-bitches to keep an eye on ‚Äôem! Well, don‚Äôt just stand there, Rudy‚Äîget on the radio and see if you can raise the highway patrol. Them outlaws will be halfway to Alabam‚Äô ‚Äôfore we know it.‚Äù At press time, sources confirmed the nation‚Äôs hornswoggled sheriffs were furiously slapping their steering wheels upon realizing their cars wouldn‚Äôt start.",-1,1,12/02/2017
user_40527,"PURVIS, MS‚ÄîBraking hard at the county line and watching as the fugitives they had pursued sped away in a cloud of dust, the nation‚Äôs outfoxed sheriffs reportedly leapt up out of their vehicles, threw their hats in the dirt, and shook their heads in disgust Friday. ‚ÄúDagnabbit! They got away again,‚Äù said the lawmen, spitting out the sides of their mouths and stomping on their wide-brimmed Stetsons as the car filled with ‚Äúthe worst miscreants ever seen in these parts‚Äù faded into the distance. ‚ÄúGet back here, you no-good, dirty varmints! Tell me, is every deputy in this department a goldarned ignoramus? ‚ÄôCause I told you sorry sons-a-bitches to keep an eye on ‚Äôem! Well, don‚Äôt just stand there, Rudy‚Äîget on the radio and see if you can raise the highway patrol. Them outlaws will be halfway to Alabam‚Äô ‚Äôfore we know it.‚Äù At press time, sources confirmed the nation‚Äôs hornswoggled sheriffs were furiously slapping their steering wheels upon realizing their cars wouldn‚Äôt start.",1,1,12/02/2017
user_40527,"PURVIS, MS‚ÄîBraking hard at the county line and watching as the fugitives they had pursued sped away in a cloud of dust, the nation‚Äôs outfoxed sheriffs reportedly leapt up out of their vehicles, threw their hats in the dirt, and shook their heads in disgust Friday. ‚ÄúDagnabbit! They got away again,‚Äù said the lawmen, spitting out the sides of their mouths and stomping on their wide-brimmed Stetsons as the car filled with ‚Äúthe worst miscreants ever seen in these parts‚Äù faded into the distance. ‚ÄúGet back here, you no-good, dirty varmints! Tell me, is every deputy in this department a goldarned ignoramus? ‚ÄôCause I told you sorry sons-a-bitches to keep an eye on ‚Äôem! Well, don‚Äôt just stand there, Rudy‚Äîget on the radio and see if you can raise the highway patrol. Them outlaws will be halfway to Alabam‚Äô ‚Äôfore we know it.‚Äù At press time, sources confirmed the nation‚Äôs hornswoggled sheriffs were furiously slapping their steering wheels upon realizing their cars wouldn‚Äôt start.",1,1,12/02/2017
user_40527,"PURVIS, MS‚ÄîBraking hard at the county line and watching as the fugitives they had pursued sped away in a cloud of dust, the nation‚Äôs outfoxed sheriffs reportedly leapt up out of their vehicles, threw their hats in the dirt, and shook their heads in disgust Friday. ‚ÄúDagnabbit! They got away again,‚Äù said the lawmen, spitting out the sides of their mouths and stomping on their wide-brimmed Stetsons as the car filled with ‚Äúthe worst miscreants ever seen in these parts‚Äù faded into the distance. ‚ÄúGet back here, you no-good, dirty varmints! Tell me, is every deputy in this department a goldarned ignoramus? ‚ÄôCause I told you sorry sons-a-bitches to keep an eye on ‚Äôem! Well, don‚Äôt just stand there, Rudy‚Äîget on the radio and see if you can raise the highway patrol. Them outlaws will be halfway to Alabam‚Äô ‚Äôfore we know it.‚Äù At press time, sources confirmed the nation‚Äôs hornswoggled sheriffs were furiously slapping their steering wheels upon realizing their cars wouldn‚Äôt start.",1,1,12/02/2017
user_40527,"PURVIS, MS‚ÄîBraking hard at the county line and watching as the fugitives they had pursued sped away in a cloud of dust, the nation‚Äôs outfoxed sheriffs reportedly leapt up out of their vehicles, threw their hats in the dirt, and shook their heads in disgust Friday. ‚ÄúDagnabbit! They got away again,‚Äù said the lawmen, spitting out the sides of their mouths and stomping on their wide-brimmed Stetsons as the car filled with ‚Äúthe worst miscreants ever seen in these parts‚Äù faded into the distance. ‚ÄúGet back here, you no-good, dirty varmints! Tell me, is every deputy in this department a goldarned ignoramus? ‚ÄôCause I told you sorry sons-a-bitches to keep an eye on ‚Äôem! Well, don‚Äôt just stand there, Rudy‚Äîget on the radio and see if you can raise the highway patrol. Them outlaws will be halfway to Alabam‚Äô ‚Äôfore we know it.‚Äù At press time, sources confirmed the nation‚Äôs hornswoggled sheriffs were furiously slapping their steering wheels upon realizing their cars wouldn‚Äôt start.",0,1,12/02/2017
user_40527,"PURVIS, MS‚ÄîBraking hard at the county line and watching as the fugitives they had pursued sped away in a cloud of dust, the nation‚Äôs outfoxed sheriffs reportedly leapt up out of their vehicles, threw their hats in the dirt, and shook their heads in disgust Friday. ‚ÄúDagnabbit! They got away again,‚Äù said the lawmen, spitting out the sides of their mouths and stomping on their wide-brimmed Stetsons as the car filled with ‚Äúthe worst miscreants ever seen in these parts‚Äù faded into the distance. ‚ÄúGet back here, you no-good, dirty varmints! Tell me, is every deputy in this department a goldarned ignoramus? ‚ÄôCause I told you sorry sons-a-bitches to keep an eye on ‚Äôem! Well, don‚Äôt just stand there, Rudy‚Äîget on the radio and see if you can raise the highway patrol. Them outlaws will be halfway to Alabam‚Äô ‚Äôfore we know it.‚Äù At press time, sources confirmed the nation‚Äôs hornswoggled sheriffs were furiously slapping their steering wheels upon realizing their cars wouldn‚Äôt start.",0,1,12/02/2017
user_40527,"PURVIS, MS‚ÄîBraking hard at the county line and watching as the fugitives they had pursued sped away in a cloud of dust, the nation‚Äôs outfoxed sheriffs reportedly leapt up out of their vehicles, threw their hats in the dirt, and shook their heads in disgust Friday. ‚ÄúDagnabbit! They got away again,‚Äù said the lawmen, spitting out the sides of their mouths and stomping on their wide-brimmed Stetsons as the car filled with ‚Äúthe worst miscreants ever seen in these parts‚Äù faded into the distance. ‚ÄúGet back here, you no-good, dirty varmints! Tell me, is every deputy in this department a goldarned ignoramus? ‚ÄôCause I told you sorry sons-a-bitches to keep an eye on ‚Äôem! Well, don‚Äôt just stand there, Rudy‚Äîget on the radio and see if you can raise the highway patrol. Them outlaws will be halfway to Alabam‚Äô ‚Äôfore we know it.‚Äù At press time, sources confirmed the nation‚Äôs hornswoggled sheriffs were furiously slapping their steering wheels upon realizing their cars wouldn‚Äôt start.",0,1,12/02/2017
user_40527,"PURVIS, MS‚ÄîBraking hard at the county line and watching as the fugitives they had pursued sped away in a cloud of dust, the nation‚Äôs outfoxed sheriffs reportedly leapt up out of their vehicles, threw their hats in the dirt, and shook their heads in disgust Friday. ‚ÄúDagnabbit! They got away again,‚Äù said the lawmen, spitting out the sides of their mouths and stomping on their wide-brimmed Stetsons as the car filled with ‚Äúthe worst miscreants ever seen in these parts‚Äù faded into the distance. ‚ÄúGet back here, you no-good, dirty varmints! Tell me, is every deputy in this department a goldarned ignoramus? ‚ÄôCause I told you sorry sons-a-bitches to keep an eye on ‚Äôem! Well, don‚Äôt just stand there, Rudy‚Äîget on the radio and see if you can raise the highway patrol. Them outlaws will be halfway to Alabam‚Äô ‚Äôfore we know it.‚Äù At press time, sources confirmed the nation‚Äôs hornswoggled sheriffs were furiously slapping their steering wheels upon realizing their cars wouldn‚Äôt start.",-1,1,12/02/2017
user_40527,"PURVIS, MS‚ÄîBraking hard at the county line and watching as the fugitives they had pursued sped away in a cloud of dust, the nation‚Äôs outfoxed sheriffs reportedly leapt up out of their vehicles, threw their hats in the dirt, and shook their heads in disgust Friday. ‚ÄúDagnabbit! They got away again,‚Äù said the lawmen, spitting out the sides of their mouths and stomping on their wide-brimmed Stetsons as the car filled with ‚Äúthe worst miscreants ever seen in these parts‚Äù faded into the distance. ‚ÄúGet back here, you no-good, dirty varmints! Tell me, is every deputy in this department a goldarned ignoramus? ‚ÄôCause I told you sorry sons-a-bitches to keep an eye on ‚Äôem! Well, don‚Äôt just stand there, Rudy‚Äîget on the radio and see if you can raise the highway patrol. Them outlaws will be halfway to Alabam‚Äô ‚Äôfore we know it.‚Äù At press time, sources confirmed the nation‚Äôs hornswoggled sheriffs were furiously slapping their steering wheels upon realizing their cars wouldn‚Äôt start.",-1,1,12/02/2017
user_40527,"PURVIS, MS‚ÄîBraking hard at the county line and watching as the fugitives they had pursued sped away in a cloud of dust, the nation‚Äôs outfoxed sheriffs reportedly leapt up out of their vehicles, threw their hats in the dirt, and shook their heads in disgust Friday. ‚ÄúDagnabbit! They got away again,‚Äù said the lawmen, spitting out the sides of their mouths and stomping on their wide-brimmed Stetsons as the car filled with ‚Äúthe worst miscreants ever seen in these parts‚Äù faded into the distance. ‚ÄúGet back here, you no-good, dirty varmints! Tell me, is every deputy in this department a goldarned ignoramus? ‚ÄôCause I told you sorry sons-a-bitches to keep an eye on ‚Äôem! Well, don‚Äôt just stand there, Rudy‚Äîget on the radio and see if you can raise the highway patrol. Them outlaws will be halfway to Alabam‚Äô ‚Äôfore we know it.‚Äù At press time, sources confirmed the nation‚Äôs hornswoggled sheriffs were furiously slapping their steering wheels upon realizing their cars wouldn‚Äôt start.",-1,1,12/02/2017
user_42716,blah,0,1,13/02/2017
user_42716,blah,0,1,13/02/2017
user_42716,blah,0,1,13/02/2017
user_43049,blah,0,0,13/02/2017
user_43049,blah,1,0,13/02/2017
user_43049,blah,1,0,13/02/2017
user_43049,blah,-1,0,13/02/2017
user_43312,blah,0,0,13/02/2017
user_43312,blah,1,0,13/02/2017
user_43312,blah,0,0,13/02/2017
user_43706,blah,0,0,13/02/2017
user_44691,blah,0,0,13/02/2017
user_5398,blah,1,0,22/02/2017
user_5615,blah,1,0,22/02/2017
user_12990,blah,0,0,23/02/2017
user_27658,blah,1,1,24/02/2017
user_55840,blah,1,0,28/02/2017
user_56342,blah,0,1,28/02/2017
user_12763,blah,1,1,01/03/2017
user_12812,blah,1,1,01/03/2017
user_12910,blah,1,1,01/03/2017
user_13034,"[u'Man Trying To Leave Hateful Message At Local Synagogue Frustrated Phone Line Always Tied Up With Other ThreatsFAIRFAX, VA\u2014Growing increasingly exasperated at his inability to make himself heard, local man Alex Turner told reporters Wednesday that he was frustrated by the fact that he is unable to leave a hateful message for a local synagogue because the line is always tied up with other threats. \u201cI make it a point to call every morning, but why bother when you can never get through?\u201d said Turner, 38, adding that the line is so swamped by menacing calls that he often has to wait on hold half an hour to tell a synagogue staff member that Jews did not belong in his neighborhood, sometimes having to call back numerous times because he just receives a busy signal. \u201cI\u2019ve left a couple of messages on their voicemail, but I\u2019m not sure if they even listen to those, and it\u2019s usually full anyway. I\u2019m sorry, but they should know by now to expect this kind of high call volume.\u201d At press time, an angry Turner decided he would just hang up the phone and deliver his message to the synagogue in person']",1,1,01/03/2017
user_13135,"[u'Man Trying To Leave Hateful Message At Local Synagogue Frustrated Phone Line Always Tied Up With Other ThreatsFAIRFAX, VA\u2014Growing increasingly exasperated at his inability to make himself heard, local man Alex Turner told reporters Wednesday that he was frustrated by the fact that he is unable to leave a hateful message for a local synagogue because the line is always tied up with other threats. \u201cI make it a point to call every morning, but why bother when you can never get through?\u201d said Turner, 38, adding that the line is so swamped by menacing calls that he often has to wait on hold half an hour to tell a synagogue staff member that Jews did not belong in his neighborhood, sometimes having to call back numerous times because he just receives a busy signal. \u201cI\u2019ve left a couple of messages on their voicemail, but I\u2019m not sure if they even listen to those, and it\u2019s usually full anyway. I\u2019m sorry, but they should know by now to expect this kind of high call volume.\u201d At press time, an angry Turner decided he would just hang up the phone and deliver his message to the synagogue in person']",1,1,01/03/2017
user_13169,"[u'Man Trying To Leave Hateful Message At Local Synagogue Frustrated Phone Line Always Tied Up With Other ThreatsFAIRFAX, VA\u2014Growing increasingly exasperated at his inability to make himself heard, local man Alex Turner told reporters Wednesday that he was frustrated by the fact that he is unable to leave a hateful message for a local synagogue because the line is always tied up with other threats. \u201cI make it a point to call every morning, but why bother when you can never get through?\u201d said Turner, 38, adding that the line is so swamped by menacing calls that he often has to wait on hold half an hour to tell a synagogue staff member that Jews did not belong in his neighborhood, sometimes having to call back numerous times because he just receives a busy signal. \u201cI\u2019ve left a couple of messages on their voicemail, but I\u2019m not sure if they even listen to those, and it\u2019s usually full anyway. I\u2019m sorry, but they should know by now to expect this kind of high call volume.\u201d At press time, an angry Turner decided he would just hang up the phone and deliver his message to the synagogue in person']",1,1,01/03/2017
user_13179,"[u'Man Trying To Leave Hateful Message At Local Synagogue Frustrated Phone Line Always Tied Up With Other ThreatsFAIRFAX, VA\u2014Growing increasingly exasperated at his inability to make himself heard, local man Alex Turner told reporters Wednesday that he was frustrated by the fact that he is unable to leave a hateful message for a local synagogue because the line is always tied up with other threats. \u201cI make it a point to call every morning, but why bother when you can never get through?\u201d said Turner, 38, adding that the line is so swamped by menacing calls that he often has to wait on hold half an hour to tell a synagogue staff member that Jews did not belong in his neighborhood, sometimes having to call back numerous times because he just receives a busy signal. \u201cI\u2019ve left a couple of messages on their voicemail, but I\u2019m not sure if they even listen to those, and it\u2019s usually full anyway. I\u2019m sorry, but they should know by now to expect this kind of high call volume.\u201d At press time, an angry Turner decided he would just hang up the phone and deliver his message to the synagogue in person']",-1,1,01/03/2017
user_13216,"[u'Man Trying To Leave Hateful Message At Local Synagogue Frustrated Phone Line Always Tied Up With Other ThreatsFAIRFAX, VA\u2014Growing increasingly exasperated at his inability to make himself heard, local man Alex Turner told reporters Wednesday that he was frustrated by the fact that he is unable to leave a hateful message for a local synagogue because the line is always tied up with other threats. \u201cI make it a point to call every morning, but why bother when you can never get through?\u201d said Turner, 38, adding that the line is so swamped by menacing calls that he often has to wait on hold half an hour to tell a synagogue staff member that Jews did not belong in his neighborhood, sometimes having to call back numerous times because he just receives a busy signal. \u201cI\u2019ve left a couple of messages on their voicemail, but I\u2019m not sure if they even listen to those, and it\u2019s usually full anyway. I\u2019m sorry, but they should know by now to expect this kind of high call volume.\u201d At press time, an angry Turner decided he would just hang up the phone and deliver his message to the synagogue in person']",0,0,01/03/2017
user_13368,"[u'Blake Griffin Claims Basketball Seems Much Rounder Lately LOS ANGELES\u2014Sharing the observation with teammates and coaches, Clippers power forward Blake Griffin reportedly insisted on several occasions Monday that the NBA official game basketball seems much rounder lately. \u201cNow, whenever I touch the ball, it definitely feels way more curvier,\u201d said Griffin, who appeared lost in thought while slowly running his fingers along the basketball\u2019s surface before declaring that the object looked \u201cextra spherical.\u201d \u201cMaybe they started putting in super-strong circles when they make the basketballs, because I swear right now there\u2019s a whole lot more roundness.\u201d At press time, Griffin had reportedly concluded that the basketball was probably pregnant.']",1,1,01/03/2017
user_13402,"[u'Pence Passing Time During Trump\u2019s Speech By Mentally Baptizing SenatorsWASHINGTON\u2014In an effort to keep himself virtuously occupied during President Donald Trump\u2019s speech to a joint session of Congress Tuesday night, Vice President Mike Pence was reportedly passing time by mentally baptizing all of the senators in attendance. \u201cDo you desire to obtain eternal life in the church of God through your faith in Jesus Christ?\u201d Pence imagined himself asking every senator in the chamber, contentedly working his way down the aisles to welcome each of the legislators into the fold by tipping their head into the cleansing waters of the Lord. \u201cUpon your profession of faith and accordance with the Lord\u2019s command, I baptize you, Senator Feinstein of California, in the name of the Father, the Son, and the Holy Spirit. May His everlasting light be with you always. Let us pray.\u201d At press time, Pence had reportedly begun mentally stoning all 435 fornicators in the House of Representatives as the president\u2019s speech entered its second hour. ']",1,1,01/03/2017
